,state,year,group,epsilon_it,event_time,tau_it,stupid_random_var,alpha_i,alpha_t,Y_it
113,14,1983,1986,0.11612684858050178,-3,0,2,2.4468337071893114,-0.6748220566218062,25.888138499148006
114,15,1983,1998,0.14653623664934062,-15,0,2,3.3384838434616912,-2.538543820843972,12.94647625926706
115,16,1983,1992,-0.3571757090131839,-9,0,2,2.9045985898609707,-2.5312758154609454,18.016147065386843
116,17,1983,2004,0.9328872555723783,-21,0,2,3.568460976269614,-3.3374266382225724,7.1639215936194205
117,18,1983,1986,0.23691646045589376,-3,0,2,4.9175975356079595,-0.19059152816702998,28.963922467896822
118,19,1983,2004,-0.5956517486013243,-21,0,2,2.7934574347203585,-0.7713591717517689,7.4264465143672656
119,20,1983,1992,0.32827680431691486,-9,0,2,5.139878561129045,-0.5868155261350201,22.88133983931094
120,21,1983,1992,-0.4873408351136607,-9,0,2,5.517115067339866,-1.5065033882157397,21.523270844010465
121,22,1983,1992,0.393542301871226,-9,0,2,4.281931473008922,-0.44409580482929734,22.23137797005085
122,23,1983,1986,0.579297789503702,-3,0,2,2.478145100991405,-0.7590903102189919,26.298352580276116
123,24,1983,1992,-0.41034115917585523,-9,0,2,4.1921780129055675,-1.5946003691631447,20.18723648456657
124,25,1983,1986,0.4816880646221609,-3,0,2,6.296994546561109,-1.4543626682329844,29.324319942950286
125,26,1983,1992,0.20639046346824916,-9,0,2,5.177131937701118,-2.6518288067517193,20.73169359441765
126,27,1983,2004,0.411030079997245,-21,0,2,4.40069776770509,-2.4899237065594453,8.32180414114289
127,28,1983,2004,0.9483964913269737,-21,0,2,5.095225078771782,-1.9419465100798683,10.101675060018888
128,29,1983,1998,-0.12269405800143525,-15,0,2,6.6406200265045525,-1.5966236700148897,16.92130229848823
129,30,1983,2004,-0.3768680821787448,-21,0,2,6.546733568201379,-2.5159669279473587,9.653898558075277
130,31,1983,1998,-0.44475721481276165,-15,0,2,5.961067900830306,-2.445746060696781,15.070564625320763
131,32,1983,2004,-0.40790514248271914,-21,0,2,6.033175588185313,-1.4917538083150315,10.133516637387562
132,33,1983,1986,-0.0385508547070521,-3,0,2,6.208241850956178,-1.617131919946585,28.55255907630254
133,34,1983,2004,0.17057598740832194,-21,0,2,5.877589815501497,-1.3239720861565247,10.724193716753295
134,35,1983,1998,0.13834539966500953,-15,0,2,8.615375689469442,-2.502217018926725,18.251504070207726
135,36,1983,1998,0.4135916245180119,-15,0,2,6.877679530788661,-2.252435237353035,17.038835917953637
136,37,1983,1992,0.00650094593895351,-9,0,2,8.617158520825496,-2.366785190615677,24.25687427614877
137,38,1983,1986,0.7267670385786584,-3,0,2,9.12131605192245,-0.8014021468856367,33.04668094361547
138,39,1983,2004,-0.13232841661897804,-21,0,2,8.79831089814796,-1.1246875415220212,13.54129494000696
139,40,1983,1992,1.3600845832948094,-9,0,2,7.5683796872819515,-0.38437191155604356,26.544092359020716
140,41,1983,2004,0.3128336738825031,-21,0,2,8.603730090336608,-1.1215778879719651,13.794985876247146
141,42,1983,2004,-0.4285787782081413,-21,0,2,8.375804393609084,-1.5778574540660641,12.369368161334878
142,43,1983,1992,-0.5354462490305562,-9,0,2,7.696298139269872,-2.003669828530369,23.157182061708944
143,44,1983,1992,0.24123620762159265,-9,0,2,9.124359281721604,-1.2307892243275573,26.13480626501564
144,45,1983,1992,-0.11173139266292545,-9,0,2,7.820960208840198,-1.6801991291174627,24.02902968705981
145,46,1983,1992,0.357000247046046,-9,0,2,10.387679388461564,0.4305749040390402,29.17525453954665
146,47,1983,1992,0.23661881228677242,-9,0,2,8.935382702701608,-2.0967886464263117,25.07521286856207
147,48,1983,2004,-0.03641445632843639,-21,0,2,9.801159655872839,-1.2063023106108892,14.558442888933513
148,49,1983,1992,-0.4233968590342025,-9,0,2,10.083287871546142,-0.007046129891230768,27.65284488262071
149,50,1983,1986,-0.7574236123429323,-3,0,2,9.741095026295923,1.5296202017160871,34.513291615669075
150,1,1984,1998,-0.22325747603351054,-14,0,2,0.7866938014752747,-1.8096865926294976,10.753749732812267
151,2,1984,1992,0.42819939716173616,-8,0,2,-0.0749036566225244,-0.08767784041983795,18.265617900119373
152,3,1984,1998,0.10704687206510198,-14,0,2,1.471297297457244,0.8816518365388426,14.45999600606119
153,4,1984,2004,-0.622869389355994,-20,0,2,-0.5459796802467485,-2.6176416769336965,2.2135092534635605
154,5,1984,1998,0.086590462925591,-14,0,2,1.1263795795464118,-2.93504024753236,10.277929794939643
155,6,1984,2004,0.1926586898644184,-20,0,2,3.138928999058285,-3.8800100339077637,5.4515776550149395
156,7,1984,2004,-0.4419287181005665,-20,0,2,0.3996686753944252,-1.2872879711386687,4.67045198615519
157,8,1984,1986,0.07686255297276395,-2,0,2,0.9222550294751486,-2.083150208058584,22.91596737438933
158,9,1984,1998,0.029104359222999948,-14,0,2,2.313907849658915,-1.772319052937923,12.570693155943992
159,10,1984,1986,-0.5714851489153115,-2,0,2,2.179581781939598,0.2373131870389607,25.845409820063246
160,11,1984,1998,0.17889368017414164,-14,0,2,2.5506300992735595,-1.214824463170086,13.514699316277616
161,12,1984,1998,0.2803922631841172,-14,0,2,2.8891871301476635,-0.9745551358158279,14.195024257515954
162,13,1984,1986,0.5415256215876385,-2,0,2,3.2347214685617702,0.022289855800854047,27.79853694595026
163,14,1984,1986,0.5269010260174515,-2,0,2,3.9096998419562228,1.0788658133133933,29.515466681287066
164,15,1984,1998,-0.6888346839785455,-14,0,2,3.4098186569285125,-2.352316380738797,12.36866759221117
165,16,1984,1992,-0.4689125199575614,-8,0,2,2.9587423453814576,-1.4769951384585314,19.012834686965366
166,17,1984,2004,0.2575176336043299,-20,0,2,4.072573701202732,-2.7726594452708238,7.557431889536238
167,18,1984,1986,0.2568929754561044,-2,0,2,5.499881934895216,0.6301918118626102,30.38696672221393
168,19,1984,2004,0.25752384315302396,-20,0,2,3.667366253617426,-1.0996014116049364,8.825288685165514
169,20,1984,1992,1.9263657453273606,-8,0,2,3.0254706953293584,-0.34877468068149187,22.603061759975226
170,21,1984,1992,0.2854452553465835,-8,0,2,5.307080669286973,0.3834936668899278,23.976019591523485
171,22,1984,1992,0.5677828200902995,-8,0,2,4.279618836046402,-1.9780408673763807,20.86936078876032
172,23,1984,1986,0.47700088174660116,-2,0,2,2.4273304539859635,1.467224111551137,28.3715554472837
173,24,1984,1992,0.325695625652899,-8,0,2,5.6474216771504215,0.7232386217122582,24.69635592451558
174,25,1984,1986,-0.1576346223201728,-2,0,2,4.464671814046078,0.5356219972457468,28.842659188971652
175,26,1984,1992,0.3794846102466337,-8,0,2,5.109466717695839,0.9817989087710599,24.47075023671353
176,27,1984,2004,-0.3864126072687859,-20,0,2,5.731980330569015,-3.656623207677774,7.688944515622455
177,28,1984,2004,-0.11840930337000444,-20,0,2,5.790499679779066,-2.524448136262652,9.14764224014641
178,29,1984,1998,-0.24268177391455173,-14,0,2,6.509451817139039,-2.1353034606819525,16.131466582542537
179,30,1984,2004,0.04093706969316128,-20,0,2,5.564513629430157,-1.2785206762426569,10.32693002288066
180,31,1984,1998,1.1573292833367543,-14,0,2,6.713105798176083,-2.450140739602146,17.42029434191069
181,32,1984,2004,-0.933632596295874,-20,0,2,6.140453322416083,-1.2425048506625145,9.964315875457695
182,33,1984,1986,0.34313009518725673,-2,0,2,7.338810480887503,1.1705361439967135,32.85247672007147
183,34,1984,2004,-0.8063579355948258,-20,0,2,7.4153674840130535,-1.3047970999160006,11.304212448502227
184,35,1984,1998,-0.23596593289471673,-14,0,2,6.064561297955405,-1.116248976338499,16.71234638872219
185,36,1984,1998,0.544475298483683,-14,0,2,8.285982116175033,-2.3878733409007493,18.442584073757967
186,37,1984,1992,0.032140009547731385,-8,0,2,6.864036554885953,-1.6468509661253647,23.249325598308317
187,38,1984,1986,-0.5388723889646531,-2,0,2,8.408057798281146,1.0496189052966667,32.918804314613155
188,39,1984,2004,-0.3576518546299841,-20,0,2,8.16728731340134,-1.2206509960946677,12.588984462676688
189,40,1984,1992,0.3397988744673379,-8,0,2,9.838183676795122,-0.8390195193775442,27.338963031884916
190,41,1984,2004,-0.36518331585856834,-20,0,2,7.976534017628147,-2.4179095457658906,11.193441156003686
191,42,1984,2004,0.10822929479098743,-20,0,2,8.050683203881803,-4.025807873111377,10.133104625561414
192,43,1984,1992,0.022785919951906892,-8,0,2,8.580580394112268,-1.8708524186844389,24.732513895379736
193,44,1984,1992,-0.32580017380290854,-8,0,2,8.496820217165725,1.1114190871397234,27.28243913050254
194,45,1984,1992,1.0719720446626628,-8,0,2,9.79994190194205,-2.080455571002467,26.791458375602247
195,46,1984,1992,0.3169595111590056,-8,0,2,7.583689391563412,-0.6105201787789194,25.290128723943496
196,47,1984,1992,-1.0125712933288036,-8,0,2,8.346317580853647,0.20744397319519847,25.541190260720043
197,48,1984,2004,0.09322715738471382,-20,0,2,8.532197078420806,-3.2549226680022922,11.370501567803228
198,49,1984,1992,-0.330893232384194,-8,0,2,10.750307591973577,-0.6152895252189168,27.80412483437047
199,50,1984,1986,0.426216667398112,-2,0,2,11.710613372581925,0.737915537510655,36.87474557749069
200,1,1985,1998,-0.3962603692163503,-13,0,2,0.09555078146252852,-1.2875006780927498,10.411789734153428
201,2,1985,1992,-0.05736822073344951,-7,0,2,0.2311782768099894,2.168403055666768,20.34221311174331
202,3,1985,1998,0.25249363949022857,-13,0,2,0.6700521631131814,-2.9685992588781955,9.953946543725214
203,4,1985,2004,0.43287759708506074,-19,0,2,1.9618783026081905,-0.8412714701161212,7.55348442957713
204,5,1985,1998,-0.6001482035278881,-13,0,2,0.07264686580942592,-1.4728017373964644,9.999696924885074
205,6,1985,2004,-0.1672506179204742,-19,0,2,1.4383689827347852,-1.1280798451633252,6.143038519650986
206,7,1985,2004,-0.2374726555804781,-19,0,2,2.3751976297824298,-1.4586928483007542,6.679032125901197
207,8,1985,1986,-0.32666461628685595,-1,0,2,2.101094169939845,-0.8331561971099966,24.941273356542993
208,9,1985,1998,0.8827271201405484,-13,0,2,1.9895816165987434,-1.0710036075406597,13.801305129198632
209,10,1985,1986,0.20249085548047777,-1,0,2,3.001046092567141,-1.9579014513982873,25.24563549664933
210,11,1985,1998,-0.6304419771675226,-13,0,2,-0.503232292999237,-0.6967524994286063,10.169573230404634
211,12,1985,1998,0.45893097352738804,-13,0,2,3.0778753195309076,-1.0018415340094744,14.534964759048822
212,13,1985,1986,1.0610780985063166,-1,0,2,1.9459243168725764,0.5386601686431024,27.545662584021997
213,14,1985,1986,0.5162326302755734,-1,0,2,0.9693671031435429,0.9581183250871502,26.443718058506267
214,15,1985,1998,-0.7596849829770067,-13,0,2,3.5112025995249807,-0.9323801597902892,13.819137456757685
215,16,1985,1992,-0.24211703643312568,-7,0,2,4.573658545162958,-0.5519105802017239,21.779630928528107
216,17,1985,2004,0.6334555745933114,-19,0,2,3.262551485372308,-2.7810683366612925,7.114938723304327
217,18,1985,1986,-0.3538347328093904,-1,0,2,4.552874547202939,-0.8122207636490509,27.3868190507445
218,19,1985,2004,0.22190971407311422,-19,0,2,5.412278257988645,-0.7132653798226691,10.92092259223909
219,20,1985,1992,0.3873170267146684,-7,0,2,5.314914453584048,0.7363354057059784,24.438566886004693
220,21,1985,1992,-0.4634652357890415,-7,0,2,5.839964529371393,-0.9381104363120542,22.438388857270297
221,22,1985,1992,-0.02976267803090004,-7,0,2,5.142127491071893,-0.6539972527467259,22.458367560294267
222,23,1985,1986,-1.6206336700345363,-1,0,2,4.675433638901592,-1.0046143749937662,26.05018559387329
223,24,1985,1992,-0.5121938206671449,-7,0,2,3.1980341881028314,0.47275684526744477,21.158597212703132
224,25,1985,1986,-0.12628407569658015,-1,0,2,4.753937511870052,0.5654168236917787,29.19307025986525
225,26,1985,1992,-0.6238915909824247,-7,0,2,4.356753404683809,1.241217436463749,22.974079250165133
226,27,1985,2004,0.8162056519658176,-19,0,2,7.5709427174978146,-2.778323077179739,11.608825292283893
227,28,1985,2004,-0.7150706889803163,-19,0,2,5.424114187567663,-2.2780078990182173,8.43103559956913
228,29,1985,1998,-0.22002224334849188,-13,0,2,5.923204806784486,-1.0685540774744278,16.634628485961567
229,30,1985,2004,0.06537028864304567,-19,0,2,6.551485376040468,-1.2535104622742295,11.363345202409285
230,31,1985,1998,0.7206366445330578,-13,0,2,6.243602446372454,-1.5156676375476323,17.44857145335788
231,32,1985,2004,-0.7179310755897197,-19,0,2,8.095051040430754,-2.7729610904537005,10.604158874387334
232,33,1985,1986,0.5815818760774798,-1,0,2,5.9773506382655475,0.7814075289235711,31.3403400432666
233,34,1985,2004,0.0051165305097935244,-19,0,2,6.994607455237243,-1.1788646374544185,11.820859348292618
234,35,1985,1998,-0.49075432552397547,-13,0,2,6.257529414301952,-2.2162741005637248,15.550500988214251
235,36,1985,1998,0.23105173713163538,-13,0,2,5.879977488779295,0.05544280110549571,18.166472027016425
236,37,1985,1992,0.09952984778673502,-7,0,2,6.788230909094715,0.47019870919660367,25.357959466078054
237,38,1985,1986,-0.30010843857939734,-1,0,2,7.562963202951588,0.03429649724779288,31.297151261619984
238,39,1985,2004,0.03490104249500946,-19,0,2,7.37069777548274,-1.8204021376239639,11.585196680353786
239,40,1985,1992,-0.1926567984308801,-7,0,2,7.307579020126144,-0.14594222888409292,24.96897999281117
240,41,1985,2004,0.05675867262562402,-19,0,2,6.793682536328165,-2.7617030702562584,10.088738138697531
241,42,1985,2004,0.33106533726052334,-19,0,2,8.316894427371306,-1.869968520835918,12.77799124379591
242,43,1985,1992,0.793008408072676,-7,0,2,7.095279625968997,-2.8523835446091805,23.035904489432493
243,44,1985,1992,-0.6189077494134245,-7,0,2,9.560055963689603,0.17645564550293547,27.117603859779116
244,45,1985,1992,1.0665166873281333,-7,0,2,9.082439752934503,-2.2614932224418594,25.887463217820777
245,46,1985,1992,-0.9760438997612509,-7,0,2,7.742448500535069,0.803419828428999,25.569824429202818
246,47,1985,1992,-0.07589254751779166,-7,0,2,9.090790922950138,-1.0301200939664503,25.984778281465896
247,48,1985,2004,0.29415860324228826,-19,0,2,8.847843594409417,-2.111666981931177,13.030335215720529
248,49,1985,1992,0.14049593386751633,-7,0,2,10.119174510419182,-1.3277339060845057,26.931936538202194
249,50,1985,1986,-0.3113497599102969,-1,0,2,11.340450446023144,-0.38803887392207637,34.64106181219077
250,1,1986,1998,-0.10406112517863761,-12,0,2,-1.6751724696457446,0.2185313451480364,10.439297750323654
251,2,1986,1992,-0.2465004673294164,-6,0,2,0.5150260791474172,-3.0878086565350795,15.180716955282922
252,3,1986,1998,-0.29468237847210577,-12,0,2,0.4398672044333596,0.07696538608818759,12.222150212049442
253,4,1986,2004,0.4248010485105123,-18,0,2,1.4713400764504656,-1.4619765188982918,6.434164606062686
254,5,1986,1998,0.17850774298252367,-12,0,2,1.2131966282376891,-2.4070216478572157,10.984682723362997
255,6,1986,2004,-0.3464547976303271,-18,0,2,0.4480306682611809,-2.8753123930492377,3.226263477581616
256,7,1986,2004,0.44979993771662535,-18,0,2,1.0809460643333817,-0.123606972791797,7.40713902925821
257,8,1986,1986,0.15364976043830467,0,1,2,0.8039741431965111,-0.9455068799427312,25.012117023692085
258,9,1986,1998,0.40643105941948005,-12,0,2,2.8760071385985984,-2.3533505105959596,12.929087687422118
259,10,1986,1986,0.3148144209618061,0,1,2,2.0213116486719422,1.1373145423647293,28.473440611998477
260,11,1986,1998,-0.41449750546103614,-12,0,2,4.101190685753007,-0.8614471237140859,14.825246056577885
261,12,1986,1998,-0.2800905200984848,-12,0,2,2.339339186185379,-2.137925576536399,11.921323089550494
262,13,1986,1986,0.3736468025616309,0,1,2,1.8915932330895373,0.216624975404619,27.48186501105579
263,14,1986,1986,0.3051851327167324,0,1,2,1.2862856073871727,-1.0257526836402773,25.565718056463627
264,15,1986,1998,-0.010450796982074066,-12,0,2,1.196860323744055,-0.099178601577395,13.087230925184587
